Qual é o principal propósito das arquiteturas multiprocessadas em relação às limitações de processadores de núcleo único?,"Superar os limites de eficiência, custo de desenvolvimento e dissipação térmica associados ao aumento da frequência do clock."
"No contexto da evolução tecnológica, cite três exemplos de aplicações modernas que demandam alta capacidade de processamento em microprocessadores.","Processamento de imagem, renderização tridimensional e modelagem/simulação."
Qual é o efeito esperado no tempo de conclusão de uma tarefa quando suas ações são distribuídas de forma organizada entre várias pessoas (ou processadores)?,O tempo de conclusão da tarefa será reduzido.
Defina a técnica de 'Pipeline' no processamento de instruções.,"Divisão do caminho de execução em estágios discretos, permitindo o processamento de várias instruções simultaneamente em diferentes estágios."
"Em um pipeline ideal de 6 estágios, quantas unidades de tempo são necessárias para concluir 9 instruções?",14 unidades de tempo.
Qual é a principal característica de uma organização 'Superescalar'?,Capacidade de iniciar e executar instruções comuns de forma independente e concorrente em múltiplos pipelines.
Diferencie a técnica VLIW da Superescalar quanto à decisão de emissão de instruções.,"A VLIW depende do compilador para determinar a emissão, enquanto a Superescalar requer que o próprio processador tome essa decisão em tempo de execução."
Como a tecnologia Hyper-Threading (HT) da Intel simula dois processadores a partir de um físico?,Criando dois processadores virtuais (lógicos) que compartilham os recursos do processador físico.
Qual é o modo de operação de um 'Processador Vetorial'?,"Executa uma única instrução vetorial sobre um conjunto inteiro de dados, processando a mesma operação em cada elemento."
O que caracteriza um 'Processador Matricial' (ou maciçamente paralelo)?,Possui diversas unidades de processamento que executam a mesma instrução simultaneamente sobre muitos elementos de dados.
Explique a essência da abordagem Superescalar em termos de ordem de execução.,"Possibilidade de execução independente em pipelines diferentes, inclusive em ordem diversa da definida no programa original."
O que define a técnica de 'Superpipeline'?,"Execução de múltiplos estágios do pipeline em menos da metade de um ciclo de clock, permitindo dobrar a velocidade interna."
Em que situação um processador superpipeline perde em desempenho para um superescalar?,No início do programa e a cada ocorrência de alvo de desvio (branch target).
Qual é a fórmula simplificada para calcular o tempo total de execução de $n$ instruções em um pipeline ideal de $k$ estágios?,Tempo = $k + (n - 1)$ ciclos.
Por que a maior parte dos usuários percebe o computador como uma máquina sequencial?,Porque a maioria das linguagens de programação exige algoritmos com instruções ordenadas de forma contínua.
"Na Taxonomia de Flynn, o que significa a sigla SISD?","Single-Instruction-Stream, Single-Data-Stream (Fluxo único de instruções, fluxo único de dados)."
Quais técnicas podem introduzir paralelismo em computadores classificados como SISD?,"Pipeline, VLIW (palavra de instrução muito longa) e projeto superescalar."
Por que a arquitetura MISD é considerada apenas teórica?,Pela impossibilidade prática de garantir o acesso de múltiplas unidades de instrução a uma única unidade de dados de forma encadeada.
Qual categoria da Taxonomia de Flynn engloba processadores vetoriais e matriciais?,"SIMD (Single-Instruction-Stream, Multiple-Data-Stream)."
Como as arquiteturas SIMD reduzem transferências dispendiosas entre memória e registradores?,Lendo um bloco inteiro de dados por vez em vez de uma palavra individual.
Defina a categoria MIMD da Taxonomia de Flynn.,Computadores com múltiplos processadores independentes que atuam sobre fluxos de instruções e dados separados.
Quais são as duas subdivisões principais da classe MIMD?,Sistemas fortemente acoplados e sistemas fracamente acoplados.
O que define a simetria em um sistema de Multiprocessamento Simétrico (SMP)?,O fato de todos os processadores desempenharem as mesmas funções sob o controle de um sistema operacional integrado.
Cite os três recursos principais compartilhados pelos processadores em um sistema SMP.,"Memória principal, dispositivos de E/S e o sistema operacional."
Por que a 'Coerência de Cache' tornou-se um desafio em sistemas multiprocessadores?,"Porque cada processador mantém um cache privado, permitindo caminhos de acesso diferentes e potencialmente conflitantes aos mesmos dados."
Como funciona o protocolo de 'Escuta de Barramento' (Snooping) em sistemas UMA?,Cada processador monitora o barramento para verificar se uma escrita de outro processador afeta dados presentes em seu próprio cache.
"Na arquitetura CC-NUMA, qual é a função do 'Nó Nativo'?",É o nó responsável por armazenar e gerenciar a propriedade de um item de dado associado a um endereço específico de memória física.
O que acontece em um sistema CC-NUMA quando um nó requisita um dado que está 'sujo' em outro cache?,"O nó nativo despacha a requisição para o nó que possui a cópia modificada, que então envia o dado ao requisitante e ao nó nativo."
Qual é a principal vantagem de designar nós nativos distribuídos no protocolo CC-NUMA?,Aumenta a tolerância a falhas e reduz a contenção de rede ao distribuir a carga de gerência de endereços.
